LSOA11CD,LSOA11NM,WD20CD,WD20NM,LAD20CD,LAD20NM,FID
E01000087,Barking and Dagenham 020B,E05000038,River,E09000002,Barking and Dagenham,28362
E01000088,Barking and Dagenham 020C,E05000038,River,E09000002,Barking and Dagenham,28363
E01000089,Barking and Dagenham 020D,E05000038,River,E09000002,Barking and Dagenham,28364
E01000130,Barnet 021A,E05000044,Burnt Oak,E09000003,Barnet,28365
E01000131,Barnet 024E,E05000044,Burnt Oak,E09000003,Barnet,28366
E01000132,Barnet 021B,E05000044,Burnt Oak,E09000003,Barnet,28367
E01000133,Barnet 021C,E05000044,Burnt Oak,E09000003,Barnet,28368
E01000134,Barnet 024F,E05000044,Burnt Oak,E09000003,Barnet,28369
E01000135,Barnet 038A,E05000045,Childs Hill,E09000003,Barnet,28370
E01000136,Barnet 038B,E05000045,Childs Hill,E09000003,Barnet,28371
E01000137,Barnet 041A,E05000045,Childs Hill,E09000003,Barnet,28372
E01000138,Barnet 040A,E05000045,Childs Hill,E09000003,Barnet,28373
E01000139,Barnet 041B,E05000045,Childs Hill,E09000003,Barnet,28374
E01000015,Barking and Dagenham 009A,E05000027,Alibon,E09000002,Barking and Dagenham,28375
E01000016,Barking and Dagenham 009B,E05000027,Alibon,E09000002,Barking and Dagenham,28376
E01000017,Barking and Dagenham 009C,E05000027,Alibon,E09000002,Barking and Dagenham,28377
E01000018,Barking and Dagenham 009D,E05000027,Alibon,E09000002,Barking and Dagenham,28378
E01000019,Barking and Dagenham 023A,E05000028,Becontree,E09000002,Barking and Dagenham,28379
E01000020,Barking and Dagenham 023B,E05000028,Becontree,E09000002,Barking and Dagenham,28380
E01000021,Barking and Dagenham 008A,E05000028,Becontree,E09000002,Barking and Dagenham,28381
E01000022,Barking and Dagenham 008B,E05000028,Becontree,E09000002,Barking and Dagenham,28382
E01000023,Barking and Dagenham 008C,E05000028,Becontree,E09000002,Barking and Dagenham,28383
E01000024,Barking and Dagenham 008D,E05000028,Becontree,E09000002,Barking and Dagenham,28384
E01000025,Barking and Dagenham 008E,E05000028,Becontree,E09000002,Barking and Dagenham,28385
E01032580,Barking and Dagenham 023F,E05000028,Becontree,E09000002,Barking and Dagenham,28386
E01000027,Barking and Dagenham 001A,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,28387
E01000028,Barking and Dagenham 001B,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,28388
E01000029,Barking and Dagenham 001C,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,28389
E01000030,Barking and Dagenham 001D,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,28390
E01000031,Barking and Dagenham 002A,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,28391
E01000032,Barking and Dagenham 002B,E05000029,Chadwell Heath,E09000002,Barking and Dagenham,28392
E01000033,Barking and Dagenham 006A,E05000030,Eastbrook,E09000002,Barking and Dagenham,28393
E01000034,Barking and Dagenham 003A,E05000030,Eastbrook,E09000002,Barking and Dagenham,28394
E01000035,Barking and Dagenham 010A,E05000030,Eastbrook,E09000002,Barking and Dagenham,28395
E01000036,Barking and Dagenham 010B,E05000030,Eastbrook,E09000002,Barking and Dagenham,28396
E01000037,Barking and Dagenham 003B,E05000030,Eastbrook,E09000002,Barking and Dagenham,28397
E01000038,Barking and Dagenham 003C,E05000030,Eastbrook,E09000002,Barking and Dagenham,28398
E01000039,Barking and Dagenham 003D,E05000030,Eastbrook,E09000002,Barking and Dagenham,28399
E01000040,Barking and Dagenham 019A,E05000031,Eastbury,E09000002,Barking and Dagenham,28400
E01000540,Brent 004D,E05000093,Kenton,E09000005,Brent,28401
E01000740,Bromley 005A,E05000116,Crystal Palace,E09000006,Bromley,28402
E01000541,Brent 004E,E05000093,Kenton,E09000005,Brent,28403
E01000543,Brent 003E,E05000093,Kenton,E09000005,Brent,28404
E01033463,Brent 003G,E05000093,Kenton,E09000005,Brent,28405
E01000741,Bromley 005B,E05000116,Crystal Palace,E09000006,Bromley,28406
E01000544,Brent 034A,E05000094,Kilburn,E09000005,Brent,28407
E01000742,Bromley 005C,E05000116,Crystal Palace,E09000006,Bromley,28408
E01000545,Brent 028A,E05000094,Kilburn,E09000005,Brent,28409
E01000743,Bromley 009A,E05000116,Crystal Palace,E09000006,Bromley,28410
E01000546,Brent 028B,E05000094,Kilburn,E09000005,Brent,28411
E01000744,Bromley 009B,E05000116,Crystal Palace,E09000006,Bromley,28412
E01000547,Brent 028C,E05000094,Kilburn,E09000005,Brent,28413
E01000745,Bromley 005D,E05000116,Crystal Palace,E09000006,Bromley,28414
E01000548,Brent 028D,E05000094,Kilburn,E09000005,Brent,28415
E01000549,Brent 028E,E05000094,Kilburn,E09000005,Brent,28416
E01000550,Brent 034B,E05000094,Kilburn,E09000005,Brent,28417
E01000746,Bromley 005E,E05000116,Crystal Palace,E09000006,Bromley,28418
E01000551,Brent 034C,E05000094,Kilburn,E09000005,Brent,28419
E01000747,Bromley 042B,E05000117,Darwin,E09000006,Bromley,28420
E01000690,Bromley 002B,E05000111,Chislehurst,E09000006,Bromley,28421
E01000552,Brent 034D,E05000094,Kilburn,E09000005,Brent,28422
E01000748,Bromley 042C,E05000117,Darwin,E09000006,Bromley,28423
E01000691,Bromley 002C,E05000111,Chislehurst,E09000006,Bromley,28424
E01000553,Brent 015A,E05000095,Mapesbury,E09000005,Brent,28425
E01000749,Bromley 036A,E05000117,Darwin,E09000006,Bromley,28426
E01000692,Bromley 002D,E05000111,Chislehurst,E09000006,Bromley,28427
E01000554,Brent 015B,E05000095,Mapesbury,E09000005,Brent,28428
E01000590,Brent 001C,E05000099,Queensbury,E09000005,Brent,28429
E01000382,Bexley 027A,E05011230,Sidcup,E09000004,Bexley,28430
E01000489,Brent 030A,E05000087,Brondesbury Park,E09000005,Brent,28431
E01000394,Bexley 015E,E05011223,Crook Log,E09000004,Bexley,28432
E01000750,Bromley 036B,E05000118,Farnborough and Crofton,E09000006,Bromley,28433
E01000751,Bromley 036C,E05000118,Farnborough and Crofton,E09000006,Bromley,28434
E01000752,Bromley 036D,E05000118,Farnborough and Crofton,E09000006,Bromley,28435
E01000753,Bromley 031A,E05000118,Farnborough and Crofton,E09000006,Bromley,28436
E01000754,Bromley 031B,E05000118,Farnborough and Crofton,E09000006,Bromley,28437
E01000755,Bromley 031C,E05000118,Farnborough and Crofton,E09000006,Bromley,28438
E01000756,Bromley 033D,E05000118,Farnborough and Crofton,E09000006,Bromley,28439
E01000757,Bromley 031D,E05000118,Farnborough and Crofton,E09000006,Bromley,28440
E01000758,Bromley 031E,E05000118,Farnborough and Crofton,E09000006,Bromley,28441
E01000759,Bromley 034A,E05000119,Hayes and Coney Hall,E09000006,Bromley,28442
E01000760,Bromley 034B,E05000119,Hayes and Coney Hall,E09000006,Bromley,28443
E01000761,Bromley 034C,E05000119,Hayes and Coney Hall,E09000006,Bromley,28444
E01000762,Bromley 018D,E05000119,Hayes and Coney Hall,E09000006,Bromley,28445
E01000763,Bromley 027A,E05000119,Hayes and Coney Hall,E09000006,Bromley,28446
E01000764,Bromley 027B,E05000119,Hayes and Coney Hall,E09000006,Bromley,28447
E01000765,Bromley 034D,E05000119,Hayes and Coney Hall,E09000006,Bromley,28448
E01000766,Bromley 027C,E05000119,Hayes and Coney Hall,E09000006,Bromley,28449
E01000767,Bromley 027D,E05000119,Hayes and Coney Hall,E09000006,Bromley,28450
E01000768,Bromley 034E,E05000119,Hayes and Coney Hall,E09000006,Bromley,28451
E01000640,Brent 024B,E05000105,Willesden Green,E09000005,Brent,28452
E01000769,Bromley 024A,E05000120,Kelsey and Eden Park,E09000006,Bromley,28453
E01000770,Bromley 012D,E05000120,Kelsey and Eden Park,E09000006,Bromley,28454
E01000771,Bromley 041C,E05000120,Kelsey and Eden Park,E09000006,Bromley,28455
E01000772,Bromley 012E,E05000120,Kelsey and Eden Park,E09000006,Bromley,28456
E01000773,Bromley 024B,E05000120,Kelsey and Eden Park,E09000006,Bromley,28457
E01000774,Bromley 041D,E05000120,Kelsey and Eden Park,E09000006,Bromley,28458
E01000775,Bromley 024C,E05000120,Kelsey and Eden Park,E09000006,Bromley,28459
E01000777,Bromley 024D,E05000120,Kelsey and Eden Park,E09000006,Bromley,28460
E01000778,Bromley 024E,E05000120,Kelsey and Eden Park,E09000006,Bromley,28461
E01032568,Bromley 041E,E05000120,Kelsey and Eden Park,E09000006,Bromley,28462
E01000779,Bromley 001A,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28463
E01000780,Bromley 001B,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28464
E01000781,Bromley 001C,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28465
E01000782,Bromley 001D,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28466
E01000783,Bromley 001E,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28467
E01000784,Bromley 002E,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28468
E01000785,Bromley 001F,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,28469
E01000786,Bromley 032A,E05000122,Orpington,E09000006,Bromley,28470
E01000787,Bromley 029C,E05000122,Orpington,E09000006,Bromley,28471
E01000788,Bromley 029D,E05000122,Orpington,E09000006,Bromley,28472
E01000789,Bromley 032B,E05000122,Orpington,E09000006,Bromley,28473
E01000591,Brent 003F,E05000099,Queensbury,E09000005,Brent,28474
E01000490,Brent 023A,E05000087,Brondesbury Park,E09000005,Brent,28475
E01000693,Bromley 010A,E05000111,Chislehurst,E09000006,Bromley,28476
E01000592,Brent 001D,E05000099,Queensbury,E09000005,Brent,28477
E01000555,Brent 015C,E05000095,Mapesbury,E09000005,Brent,28478
E01000384,Bexley 027B,E05011230,Sidcup,E09000004,Bexley,28479
E01000641,Brent 024C,E05000105,Willesden Green,E09000005,Brent,28480
E01000386,Bexley 028D,E05011230,Sidcup,E09000004,Bexley,28481
E01000491,Brent 030B,E05000087,Brondesbury Park,E09000005,Brent,28482
E01000453,Bexley 013B,E05011223,Crook Log,E09000004,Bexley,28483
E01000694,Bromley 007C,E05000111,Chislehurst,E09000006,Bromley,28484
E01000593,Brent 001E,E05000099,Queensbury,E09000005,Brent,28485
E01000556,Brent 015D,E05000095,Mapesbury,E09000005,Brent,28486
E01000594,Brent 001F,E05000099,Queensbury,E09000005,Brent,28487
E01000395,Bexley 018B,E05011224,East Wickham,E09000004,Bexley,28488
E01000387,Bexley 027C,E05011230,Sidcup,E09000004,Bexley,28489
E01000492,Brent 030C,E05000087,Brondesbury Park,E09000005,Brent,28490
E01000695,Bromley 007D,E05000111,Chislehurst,E09000006,Bromley,28491
E01000642,Brent 022D,E05000105,Willesden Green,E09000005,Brent,28492
E01000557,Brent 015E,E05000095,Mapesbury,E09000005,Brent,28493
E01000595,Brent 027A,E05000100,Stonebridge,E09000005,Brent,28494
E01000396,Bexley 018C,E05011224,East Wickham,E09000004,Bexley,28495
E01000457,Bexley 026D,E05011230,Sidcup,E09000004,Bexley,28496
E01000696,Bromley 007E,E05000111,Chislehurst,E09000006,Bromley,28497
E01000493,Brent 030D,E05000087,Brondesbury Park,E09000005,Brent,28498
E01000643,Brent 024D,E05000105,Willesden Green,E09000005,Brent,28499
E01000558,Brent 015F,E05000095,Mapesbury,E09000005,Brent,28500
E01000596,Brent 021A,E05000100,Stonebridge,E09000005,Brent,28501
E01000398,Bexley 029A,E05011224,East Wickham,E09000004,Bexley,28502
E01000458,Bexley 027E,E05011230,Sidcup,E09000004,Bexley,28503
E01000697,Bromley 007F,E05000111,Chislehurst,E09000006,Bromley,28504
E01000494,Brent 023B,E05000087,Brondesbury Park,E09000005,Brent,28505
E01000644,Brent 022E,E05000105,Willesden Green,E09000005,Brent,28506
E01000559,Brent 018E,E05000095,Mapesbury,E09000005,Brent,28507
E01000599,Brent 027D,E05000100,Stonebridge,E09000005,Brent,28508
E01000600,Brent 027E,E05000100,Stonebridge,E09000005,Brent,28509
E01000601,Brent 021B,E05000100,Stonebridge,E09000005,Brent,28510
E01000602,Brent 021C,E05000100,Stonebridge,E09000005,Brent,28511
E01000603,Brent 021D,E05000100,Stonebridge,E09000005,Brent,28512
E01000604,Brent 021E,E05000100,Stonebridge,E09000005,Brent,28513
E01000605,Brent 021F,E05000100,Stonebridge,E09000005,Brent,28514
E01033456,Brent 027F,E05000100,Stonebridge,E09000005,Brent,28515
E01000606,Brent 016B,E05000101,Sudbury,E09000005,Brent,28516
E01000607,Brent 013C,E05000101,Sudbury,E09000005,Brent,28517
E01000608,Brent 013D,E05000101,Sudbury,E09000005,Brent,28518
E01000609,Brent 016C,E05000101,Sudbury,E09000005,Brent,28519
E01000610,Brent 019A,E05000101,Sudbury,E09000005,Brent,28520
E01000611,Brent 016D,E05000101,Sudbury,E09000005,Brent,28521
E01000612,Brent 019B,E05000101,Sudbury,E09000005,Brent,28522
E01000613,Brent 013E,E05000101,Sudbury,E09000005,Brent,28523
E01000615,Brent 017B,E05000102,Tokyngton,E09000005,Brent,28524
E01000616,Brent 020A,E05000102,Tokyngton,E09000005,Brent,28525
E01000617,Brent 017C,E05000102,Tokyngton,E09000005,Brent,28526
E01000618,Brent 017D,E05000102,Tokyngton,E09000005,Brent,28527
E01000619,Brent 017E,E05000102,Tokyngton,E09000005,Brent,28528
E01000620,Brent 020B,E05000102,Tokyngton,E09000005,Brent,28529
E01000621,Brent 020C,E05000102,Tokyngton,E09000005,Brent,28530
E01033424,Brent 017F,E05000102,Tokyngton,E09000005,Brent,28531
E01033457,Brent 017G,E05000102,Tokyngton,E09000005,Brent,28532
E01000622,Brent 010D,E05000103,Welsh Harp,E09000005,Brent,28533
E01000623,Brent 005C,E05000103,Welsh Harp,E09000005,Brent,28534
E01000624,Brent 005D,E05000103,Welsh Harp,E09000005,Brent,28535
E01000625,Brent 009E,E05000103,Welsh Harp,E09000005,Brent,28536
E01000626,Brent 010E,E05000103,Welsh Harp,E09000005,Brent,28537
E01000627,Brent 014E,E05000103,Welsh Harp,E09000005,Brent,28538
E01000628,Brent 014F,E05000103,Welsh Harp,E09000005,Brent,28539
E01000629,Brent 005E,E05000103,Welsh Harp,E09000005,Brent,28540
E01000630,Brent 026E,E05000104,Wembley Central,E09000005,Brent,28541
E01000631,Brent 019C,E05000104,Wembley Central,E09000005,Brent,28542
E01000632,Brent 029E,E05000104,Wembley Central,E09000005,Brent,28543
E01000633,Brent 019D,E05000104,Wembley Central,E09000005,Brent,28544
E01000634,Brent 019E,E05000104,Wembley Central,E09000005,Brent,28545
E01000635,Brent 020D,E05000104,Wembley Central,E09000005,Brent,28546
E01000636,Brent 020E,E05000104,Wembley Central,E09000005,Brent,28547
E01000637,Brent 022B,E05000105,Willesden Green,E09000005,Brent,28548
E01000638,Brent 024A,E05000105,Willesden Green,E09000005,Brent,28549
E01000639,Brent 022C,E05000105,Willesden Green,E09000005,Brent,28550
E01000560,Brent 023D,E05000095,Mapesbury,E09000005,Brent,28551
E01000495,Brent 023C,E05000087,Brondesbury Park,E09000005,Brent,28552
E01000399,Bexley 029B,E05011224,East Wickham,E09000004,Bexley,28553
E01000645,Bromley 007A,E05000106,Bickley,E09000006,Bromley,28554
E01000698,Bromley 010B,E05000111,Chislehurst,E09000006,Bromley,28555
E01000561,Brent 023E,E05000095,Mapesbury,E09000005,Brent,28556
E01000497,Brent 011A,E05000088,Dollis Hill,E09000005,Brent,28557
E01000400,Bexley 029C,E05011224,East Wickham,E09000004,Bexley,28558
E01000646,Bromley 016A,E05000106,Bickley,E09000006,Bromley,28559
E01000459,Bexley 027F,E05011230,Sidcup,E09000004,Bexley,28560
E01000699,Bromley 015A,E05000112,Clock House,E09000006,Bromley,28561
E01000562,Brent 008A,E05000096,Northwick Park,E09000005,Brent,28562
E01000563,Brent 008B,E05000096,Northwick Park,E09000005,Brent,28563
E01000564,Brent 013A,E05000096,Northwick Park,E09000005,Brent,28564
E01000565,Brent 013B,E05000096,Northwick Park,E09000005,Brent,28565
E01000566,Brent 008C,E05000096,Northwick Park,E09000005,Brent,28566
E01000567,Brent 016A,E05000096,Northwick Park,E09000005,Brent,28567
E01000568,Brent 008D,E05000096,Northwick Park,E09000005,Brent,28568
E01000569,Brent 008E,E05000096,Northwick Park,E09000005,Brent,28569
E01000570,Brent 012A,E05000097,Preston,E09000005,Brent,28570
E01000571,Brent 012B,E05000097,Preston,E09000005,Brent,28571
E01000572,Brent 007A,E05000097,Preston,E09000005,Brent,28572
E01000573,Brent 007B,E05000097,Preston,E09000005,Brent,28573
E01000574,Brent 007C,E05000097,Preston,E09000005,Brent,28574
E01000575,Brent 007D,E05000097,Preston,E09000005,Brent,28575
E01000576,Brent 012C,E05000097,Preston,E09000005,Brent,28576
E01000577,Brent 007E,E05000097,Preston,E09000005,Brent,28577
E01000578,Brent 012D,E05000097,Preston,E09000005,Brent,28578
E01000579,Brent 032A,E05000098,Queens Park,E09000005,Brent,28579
E01000580,Brent 032B,E05000098,Queens Park,E09000005,Brent,28580
E01000581,Brent 030E,E05000098,Queens Park,E09000005,Brent,28581
E01000582,Brent 032C,E05000098,Queens Park,E09000005,Brent,28582
E01000583,Brent 032D,E05000098,Queens Park,E09000005,Brent,28583
E01000584,Brent 033E,E05000098,Queens Park,E09000005,Brent,28584
E01000585,Brent 033F,E05000098,Queens Park,E09000005,Brent,28585
E01000586,Brent 032E,E05000098,Queens Park,E09000005,Brent,28586
E01000587,Brent 001A,E05000099,Queensbury,E09000005,Brent,28587
E01000588,Brent 002E,E05000099,Queensbury,E09000005,Brent,28588
E01000589,Brent 001B,E05000099,Queensbury,E09000005,Brent,28589
E01000429,Bexley 008B,E05011231,Slade Green & Northend,E09000004,Bexley,28590
E01000401,Bexley 013A,E05011224,East Wickham,E09000004,Bexley,28591
E01000430,Bexley 008C,E05011231,Slade Green & Northend,E09000004,Bexley,28592
E01000647,Bromley 016B,E05000106,Bickley,E09000006,Bromley,28593
E01000700,Bromley 013A,E05000112,Clock House,E09000006,Bromley,28594
E01000454,Bexley 013C,E05011224,East Wickham,E09000004,Bexley,28595
E01000498,Brent 010B,E05000088,Dollis Hill,E09000005,Brent,28596
E01000431,Bexley 008D,E05011231,Slade Green & Northend,E09000004,Bexley,28597
E01000648,Bromley 016C,E05000106,Bickley,E09000006,Bromley,28598
E01000701,Bromley 015B,E05000112,Clock House,E09000006,Bromley,28599
E01000455,Bexley 013D,E05011224,East Wickham,E09000004,Bexley,28600
E01000499,Brent 011B,E05000088,Dollis Hill,E09000005,Brent,28601
E01000432,Bexley 008E,E05011231,Slade Green & Northend,E09000004,Bexley,28602
E01000649,Bromley 007B,E05000106,Bickley,E09000006,Bromley,28603
E01000702,Bromley 013B,E05000112,Clock House,E09000006,Bromley,28604
E01000456,Bexley 013E,E05011224,East Wickham,E09000004,Bexley,28605
E01000501,Brent 011C,E05000088,Dollis Hill,E09000005,Brent,28606
E01000433,Bexley 008F,E05011231,Slade Green & Northend,E09000004,Bexley,28607
E01000650,Bromley 022A,E05000106,Bickley,E09000006,Bromley,28608
E01000703,Bromley 013C,E05000112,Clock House,E09000006,Bromley,28609
E01032566,Bexley 029D,E05011224,East Wickham,E09000004,Bexley,28610
E01000502,Brent 011D,E05000088,Dollis Hill,E09000005,Brent,28611
E01000434,Bexley 008G,E05011231,Slade Green & Northend,E09000004,Bexley,28612
E01000651,Bromley 020A,E05000106,Bickley,E09000006,Bromley,28613
E01000373,Bexley 008A,E05011225,Erith,E09000004,Bexley,28614
E01000704,Bromley 015C,E05000112,Clock House,E09000006,Bromley,28615
E01000402,Bexley 005B,E05011225,Erith,E09000004,Bexley,28616
E01000503,Brent 011E,E05000088,Dollis Hill,E09000005,Brent,28617
E01000435,Bexley 010E,E05011231,Slade Green & Northend,E09000004,Bexley,28618
E01000652,Bromley 022B,E05000106,Bickley,E09000006,Bromley,28619
E01033464,Brent 010F,E05000088,Dollis Hill,E09000005,Brent,28620
E01000416,Bexley 002A,E05011232,Thamesmead East,E09000004,Bexley,28621
E01000403,Bexley 004A,E05011225,Erith,E09000004,Bexley,28622
E01000653,Bromley 016D,E05000106,Bickley,E09000006,Bromley,28623
E01000504,Brent 018A,E05000089,Dudden Hill,E09000005,Brent,28624
E01000705,Bromley 015D,E05000112,Clock House,E09000006,Bromley,28625
E01000422,Bexley 002C,E05011232,Thamesmead East,E09000004,Bexley,28626
E01000404,Bexley 004B,E05011225,Erith,E09000004,Bexley,28627
E01000654,Bromley 039A,E05000107,Biggin Hill,E09000006,Bromley,28628
E01000505,Brent 018B,E05000089,Dudden Hill,E09000005,Brent,28629
E01000706,Bromley 013D,E05000112,Clock House,E09000006,Bromley,28630
E01000464,Bexley 002D,E05011232,Thamesmead East,E09000004,Bexley,28631
E01000405,Bexley 004C,E05011225,Erith,E09000004,Bexley,28632
E01000655,Bromley 039B,E05000107,Biggin Hill,E09000006,Bromley,28633
E01000506,Brent 014A,E05000089,Dudden Hill,E09000005,Brent,28634
E01000707,Bromley 041A,E05000112,Clock House,E09000006,Bromley,28635
E01000465,Bexley 002E,E05011232,Thamesmead East,E09000004,Bexley,28636
E01000406,Bexley 005C,E05011225,Erith,E09000004,Bexley,28637
E01000656,Bromley 039C,E05000107,Biggin Hill,E09000006,Bromley,28638
E01000507,Brent 018C,E05000089,Dudden Hill,E09000005,Brent,28639
E01000708,Bromley 041B,E05000112,Clock House,E09000006,Bromley,28640
E01000466,Bexley 001A,E05011232,Thamesmead East,E09000004,Bexley,28641
E01000407,Bexley 005D,E05011225,Erith,E09000004,Bexley,28642
